Track Name,Artist,Streams
Neighbors,J. Cole,1771448
One Dance,Drake,1743208
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,1737545
Baby Girl,21 Savage,1693880
White Iverson,Post Malone,1679763
Thug Life,21 Savage,1670879
X (feat. Future),21 Savage,1669580
Homemade Dynamite,Lorde,1668494
pick up the phone,Young Thug,1654019
Feel It Still,Portugal. The Man,1651793
Money Longer,Lil Uzi Vert,1651560
Losin Control,Russ,1650384
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1647860
Who Dat Boy,"Tyler, The Creator",1640290
Hurricane,Luke Combs,1637249
Go Flex,Post Malone,1610684
beibs in the trap,Travis Scott,1586175
Bring Dem Things,French Montana,1585474
Sign of the Times,Harry Styles,1562325
Nights With You,MØ,1555329
No Vacancy,OneRepublic,1545146
PRBLMS,6LACK,1541522
Caroline,Aminé,1534673
Sorry Not Sorry,Demi Lovato,1531496
Everyday We Lit (feat. PnB Rock),YFN Lucci,1528634
Relationship (feat. Future),Young Thug,1526616
No Role Modelz,J. Cole,1503920
Escápate Conmigo,Wisin,1503357
Paris,The Chainsmokers,1500466
911 / Mr. Lonely,"Tyler, The Creator",1497819
Two High,Moon Taxi,1488102
In Case You Didn't Know,Brett Young,1487077
Small Town Boy,Dustin Lynch,1478372
I Feel It Coming,The Weeknd,1471617
24K Magic,Bruno Mars,1469546
You Was Right,Lil Uzi Vert,1469375
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,1463303
Don't Let Me Down,The Chainsmokers,1453268
What Ifs,Kane Brown,1436534
Jump Out The Window,Big Sean,1431620
Castle on the Hill,Ed Sheeran,1415553
Selfish (feat. Rihanna),Future,1413848
First Time,Kygo,1408022
Nothin New,21 Savage,1401537
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,1397109
Symphony (feat. Zara Larsson),Clean Bandit,1396905
Candy Paint,Post Malone,1386387
What They Want,Russ,1383879
Starving,Hailee Steinfeld,1380137
Low Life,Future,1378985
Flex Like Ouu,Lil Pump,1374554
No Heart,21 Savage,1373222
Dead People,21 Savage,1370576
Extra Luv,Future,1364634
Can I Be Him,James Arthur,1359084
Black Beatles,Rae Sremmurd,1358026
The Cure,Lady Gaga,1350027
Whole Lot,21 Savage,1334124
RAF,A$AP Mob,1329653
Moves,Big Sean,1320347
Everybody,Logic,1318090
Reminder,The Weeknd,1315145
Reminding Me,Shawn Hook,1313674
The Night We Met,Lord Huron,1311437
Skateboard P (feat. Big Sean),MadeinTYO,1308999
Money Convo,21 Savage,1306363
Run Me Dry,Bryson Tiller,1296629
7 Min Freestyle,21 Savage,1294323
Weak,AJR,1288932
Both (feat. Drake),Gucci Mane,1288440
Rake It Up,Yo Gotti,1281741
Good Drank,2 Chainz,1273466
Galway Girl,Ed Sheeran,1272208
From The D To The A (feat. Lil Yachty),Tee Grizzley,1270152
Audi.,Smokepurpp,1267059
Don't,Bryson Tiller,1260012
"How Far I'll Go - From ""Moana""",Alessia Cara,1257136
The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,1254586
Myself,NAV,1252834
Saved,Khalid,1235809
Ex Calling,6LACK,1231397
Exchange,Bryson Tiller,1230419
Selfish,PnB Rock,1226297
High Without Your Love,Loote,1223755
Love On The Brain,Rihanna,1222098
Congratulations - Remix,Post Malone,1211212
Ahora Dice,Chris Jeday,1209863
Chill Bill,Rob $tone,1201413
How Far I'll Go,Auli'i Cravalho,1199715
Super Far,LANY,1193692
'Till I Collapse,Eminem,1186414
Trap Paris (feat. Quavo & Ty Dolla $ign),Machine Gun Kelly,1186155
Up,NAV,1185231
XXX. FEAT. U2.,Kendrick Lamar,1181867
Special,21 Savage,1181094
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1178509
H.O.L.Y.,Florida Georgia Line,1172684
Ride,Twenty One Pilots,1171742
Nobody Else But You,Trey Songz,1170509
Heartache On The Dance Floor,Jon Pardi,1161557
Some Way,NAV,1159776
Uh Huh,Julia Michaels,1151065
Die A Happy Man,Thomas Rhett,1135741
My Girl,Dylan Scott,1135429
Mask Off - Remix,Future,1135320
Heathens,Twenty One Pilots,1134466
V. 3005,Childish Gambino,1134083
Get Right Witcha,Migos,1132529
Side To Side,Ariana Grande,1130293
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,14202522
Wow.,Post Malone,12721360
Going Bad (feat. Drake),Meek Mill,9576466
SICKO MODE,Travis Scott,9005380
Drip Too Hard (Lil Baby & Gunna),Lil Baby,8917200
"thank u, next",Ariana Grande,8590215
Without Me,Halsey,8442905
ZEZE (feat. Travis Scott & Offset),Kodak Black,7930686
Mo Bamba,Sheck Wes,7305500
Leave Me Alone,Flipp Dinero,6455797
Look Back At It,A Boogie Wit da Hoodie,6306240
a lot,21 Savage,5842884
High Hopes,Panic! At The Disco,5716237
Wake Up in the Sky,Gucci Mane,5590754
Lucid Dreams,Juice WRLD,5155712
SAD!,XXXTENTACION,5044666
Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,5041228
Better Now,Post Malone,4932963
Happier,Marshmello,4914581
monster,21 Savage,4798501
Money,Cardi B,4752055
Better,Khalid,4729224
whoa (mind in awe),XXXTENTACION,4716430
Saturday Nights,Khalid,4527052
Eastside (with Halsey & Khalid),benny blanco,4446253
imagine,Ariana Grande,4440126
Crushed Up,Future,4429656
when the party's over,Billie Eilish,4329344
Moonlight,XXXTENTACION,4262055
Armed And Dangerous,Juice WRLD,4220990
Nonstop,Drake,4142882
MIA (feat. Drake),Bad Bunny,3987983
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,3884287
Taste (feat. Offset),Tyga,3858878
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,3815732
Sweet but Psycho,Ava Max,3786822
BAD!,XXXTENTACION,3744781
lovely,Billie Eilish,3646489
rockstar (feat. 21 Savage),Post Malone,3554389
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,3507279
Jocelyn Flores,XXXTENTACION,3457638
I Like It,Cardi B,3447506
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3440372
YOSEMITE,Travis Scott,3415045
Calling My Spirit,Kodak Black,3406868
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,3385341
Yes Indeed,Lil Baby,3352630
idontwannabeyouanymore,Billie Eilish,3315264
Psycho (feat. Ty Dolla $ign),Post Malone,3239582
KIKA (feat. Tory Lanez),6ix9ine,3236933
Space Cadet (feat. Gunna),Metro Boomin,3221198
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,3142107
Fine China,Future,3141626
God's Plan,Drake,3135723
I Fall Apart,Post Malone,3114044
Shallow,Lady Gaga,3015496
Topanga,Trippie Redd,2959034
all my friends,21 Savage,2949781
"FEFE (feat. Nicki Minaj, Murda Beatz)",6ix9ine,2949257
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,2934002
Solo de Mi,Bad Bunny,2928733
Splashin,Rich The Kid,2906188
Beautiful (feat. Camila Cabello),Bazzi,2863536
Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,2842659
Fuck Love (feat. Trippie Redd),XXXTENTACION,2827702
Look Alive (feat. Drake),BlocBoy JB,2787661
No Stylist,French Montana,2768517
Youngblood,5 Seconds of Summer,2733648
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2654281
Noticed,Lil Mosey,2620128
Best Part (feat. Daniel Caesar),H.E.R.,2618640
10 Freaky Girls (with 21 Savage),Metro Boomin,2613208
In My Feelings,Drake,2603069
Pure Cocaine,Lil Baby,2573959
All Girls Are The Same,Juice WRLD,2525771
changes,XXXTENTACION,2521843
Ric Flair Drip (& Metro Boomin),Offset,2470825
Butterfly Doors,Lil Pump,2440844
breathin,Ariana Grande,2419092
Falling Down - Bonus Track,Lil Peep,2417717
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,2401653
Project Dreams,Marshmello,2396493
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2356383
Love Lies (with Normani),Khalid,2334817
Speechless,Dan + Shay,2327256
Be Alright,Dean Lewis,2318347
no tears left to cry,Ariana Grande,2315906
Girls Like You (feat. Cardi B),Maroon 5,2305507
Congratulations,Post Malone,2305416
1400 / 999 Freestyle,Trippie Redd,2301527
XO TOUR Llif3,Lil Uzi Vert,2299985
Bad Liar,Imagine Dragons,2250650
Bohemian Rhapsody - Remastered 2011,Queen,2242211
I Like Me Better,Lauv,2238626
Trampoline,SHAED,2235159
can't leave without it,21 Savage,2235106
Faucet Failure,Ski Mask The Slump God,2230176
Lean Wit Me,Juice WRLD,2215712
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,2206789
ocean eyes,Billie Eilish,2203731
Nice For What,Drake,2200088
Ruin My Life,Zara Larsson,2170763
Natural,Imagine Dragons,2162340
Hide (feat. Seezyn),Juice WRLD,2160962
Lucky You (feat. Joyner Lucas),Eminem,2160806
Everybody Dies In Their Nightmares,XXXTENTACION,2147400
I Love It (& Lil Pump),Kanye West,2140337
bellyache,Billie Eilish,2140132
Beautiful Crazy,Luke Combs,2113020
Plug Walk,Rich The Kid,2108905
STARGAZING,Travis Scott,2095590
Trip,Ella Mai,2073777
God is a woman,Ariana Grande,2060440
This Feeling,The Chainsmokers,2054377
Mine,Bazzi,2049084
MoshPit (feat. Juice WRLD),Kodak Black,2048747
Tequila,Dan + Shay,2029255
Candy Paint,Post Malone,2016067
Young Dumb & Broke,Khalid,2008760
goosebumps,Travis Scott,1977469
Murder On My Mind,YNW Melly,1959411
Envy Me,Calboy,1931937
Calma - Remix,Pedro Capó,1929709
HUMBLE.,Kendrick Lamar,1922825
Lust,Lil Skies,1902189
The Middle,Zedd,1896270
All The Stars (with SZA),Kendrick Lamar,1891215
Undecided,Chris Brown,1884454
Uproar,Lil Wayne,1882475
Walk,Comethazine,1873316
"MAMA (feat. Nicki Minaj, Kanye West)",6ix9ine,1858810
New Patek,Lil Uzi Vert,1853104
Location,Khalid,1819893
WORKIN ME,Quavo,1781684
REEL IT IN,Aminé,1776378
Te Boté - Remix,Nio Garcia,1775932
Thunder,Imagine Dragons,1768267
Nowadays (feat. Landon Cube),Lil Skies,1763105
Look At Me!,XXXTENTACION,1759587
OTW,Khalid,1754944
Don't Come Out The House (with 21 Savage),Metro Boomin,1745706
Legends,Juice WRLD,1734591
SLOW DANCING IN THE DARK,Joji,1727496
Hope,XXXTENTACION,1715890
Roll In Peace (feat. XXXTENTACION),Kodak Black,1710212
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1690394
Thotiana,Blueface,1688634
1.5,21 Savage,1684605
I'm a Mess,Bebe Rexha,1681293
Kamikaze,Lil Mosey,1678080
Taking A Walk,Trippie Redd,1677214
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,1668858
Call Out My Name,The Weeknd,1666364
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1666199
Believer,Imagine Dragons,1662874
Walk It Talk It,Migos,1643695
BUTTERFLY EFFECT,Travis Scott,1639189
Let You Down,NF,1638345
NI BIEN NI MAL,Bad Bunny,1633106
Say You Won't Let Go,James Arthur,1625833
you should see me in a crown,Billie Eilish,1623530
Foot Fungus,Ski Mask The Slump God,1608232
the remedy for a broken heart (why am I so in love),XXXTENTACION,1606494
TIC TOC (feat. Lil Baby),6ix9ine,1604105
Bank Account,21 Savage,1600459
asmr,21 Savage,1598966
ball w/o you,21 Savage,1581642
FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,1575097
WAKA (feat. A Boogie Wit da Hoodie),6ix9ine,1572374
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1571271
Wasted (feat. Lil Uzi Vert),Juice WRLD,1569897
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,1569060
JAPAN,Famous Dex,1567562
my boy,Billie Eilish,1560756
Don't Stop Me Now - Remastered,Queen,1555862
Black & White,Juice WRLD,1552373
Body (feat. brando),Loud Luxury,1544668
come out and play,Billie Eilish,1541741
Heaven,Kane Brown,1539028
Shoota (feat. Lil Uzi Vert),Playboi Carti,1538097
Red Roses (feat. Landon Cube),Lil Skies,1527298
Scared of the Dark (feat. XXXTENTACION),Lil Wayne,1525812
Havana (feat. Young Thug),Camila Cabello,1525458
Bodak Yellow,Cardi B,1503394
Bounce Out With That,YBN Nahmir,1499157
Close Friends (Lil Baby & Gunna),Lil Baby,1497582
Silence,Marshmello,1490395
1950,King Princess,1485606
Ball For Me (feat. Nicki Minaj),Post Malone,1481771
No Role Modelz,J. Cole,1477132
Drunk Me,Mitchell Tenpenny,1462815
Hope,The Chainsmokers,1461934
Hurts Like Hell (feat. Offset),Madison Beer,1460519
1-800-273-8255,Logic,1456942
Happy Now,Kygo,1453843
PICK IT UP (feat. A$AP Rocky),Famous Dex,1451933
Closer,The Chainsmokers,1446507
She Got the Best of Me,Luke Combs,1434882
"Fire On Fire - From ""Watership Down""",Sam Smith,1433563
In My Head,Peter Manos,1432363
Shape of You,Ed Sheeran,10777772
Something Just Like This,The Chainsmokers,8825664
iSpy (feat. Lil Yachty),KYLE,8391524
Bad and Boujee (feat. Lil Uzi Vert),Migos,8026650
It Ain't Me (with Selena Gomez),Kygo,7532158
Bounce Back,Big Sean,6923692
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,6727206
That's What I Like,Bruno Mars,6710236
Slide (feat. Frank Ocean & Migos),Calvin Harris,6335750
Congratulations,Post Malone,6292317
Tunnel Vision,Kodak Black,6234631
Paris,The Chainsmokers,6209037
Issues,Julia Michaels,5992382
Stay (with Alessia Cara),Zedd,5548227
Fake Love,Drake,5501421
T-Shirt,Migos,5319840
Mask Off,Future,5242701
I Feel It Coming,The Weeknd,4688841
Body Like A Back Road,Sam Hunt,4519864
Starboy,The Weeknd,4496558
Chained To The Rhythm,Katy Perry,4385327
Comin Out Strong (feat. The Weeknd),Future,4245313
Swang,Rae Sremmurd,4240576
Say You Won't Let Go,James Arthur,4195577
Cold,Maroon 5,4088089
Closer,The Chainsmokers,4084978
Believer,Imagine Dragons,4025930
Bad Things (with Camila Cabello),Machine Gun Kelly,3996197
Scared to Be Lonely,Martin Garrix,3991647
Selfish (feat. Rihanna),Future,3919408
Caroline,Aminé,3870089
Moves,Big Sean,3580163
All Time Low,Jon Bellion,3561475
"How Far I'll Go - From ""Moana""",Alessia Cara,3476193
Black Beatles,Rae Sremmurd,3442957
goosebumps,Travis Scott,3423026
Broccoli (feat. Lil Yachty),DRAM,3217184
Call On Me - Ryan Riback Extended Remix,Starley,3183121
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,3168662
X (feat. Future),21 Savage,3145425
No Heart,21 Savage,3141899
Weak,AJR,3094612
Castle on the Hill,Ed Sheeran,3092005
Party Monster,The Weeknd,3088497
Both (feat. Drake),Gucci Mane,3065652
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,3009239
Despacito (Featuring Daddy Yankee),Luis Fonsi,2909496
Love On The Brain,Rihanna,2743521
Redbone,Childish Gambino,2738942
24K Magic,Bruno Mars,2736109
Location,Khalid,2715117
Some Kind Of Drug,G-Eazy,2641366
No Favors,Big Sean,2581386
One Dance,Drake,2542503
Deja Vu,J. Cole,2473748
Slippery (feat. Gucci Mane),Migos,2434563
Rent Money,Future,2387837
Down,Marian Hill,2363001
Don't Leave,Snakehips,2362164
Draco,Future,2334233
All Night,The Vamps,2327285
Love,Lana Del Rey,2310793
I Got You,Bebe Rexha,2307256
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2292918
Sneakin’,Drake,2223791
Kelly Price (feat. Travis Scott),Migos,2209919
Just Hold On,Steve Aoki,2208209
Selfish,PnB Rock,2181229
Make Me (Cry),Noah Cyrus,2168872
Look at Me!,XXXTENTACION,2149521
Low Life,Future,2120852
Chill Bill,Rob $tone,2115592
You Was Right,Lil Uzi Vert,2106700
Sorry,Future,2105910
pick up the phone,Young Thug,2095269
History,Olivia Holt,2075864
Rolex,Ayo & Teo,2072242
Losin Control,Russ,2058065
My Collection,Future,2033595
Sunset Lover,Petit Biscuit,2022413
White Iverson,Post Malone,2022082
Incredible,Future,2021360
Side To Side,Ariana Grande,2011763
Solo Dance,Martin Jensen,1997452
Starving,Hailee Steinfeld,1959664
Heathens,Twenty One Pilots,1950314
The Other,Lauv,1947263
Use Me,Future,1941022
In the Name of Love,Martin Garrix,1939255
Some Way,NAV,1935336
Don't Wanna Know,Maroon 5,1925128
Lookin Exotic,Future,1884340
Water Under the Bridge,Adele,1861958
Sooner Or Later,Aaron Carter,1857308
Same Drugs,Chance the Rapper,1856605
Let Me Love You,DJ Snake,1850869
Romantic - NOTD Remix,Stanaj,1840841
No Role Modelz,J. Cole,1839989
Water,Ugly God,1830077
Now and Later,Sage The Gemini,1808979
Cake - Challenge Version,Flo Rida,1808005
Wyclef Jean,Young Thug,1776317
Erase Your Social,Lil Uzi Vert,1768910
Oceans Away,A R I Z O N A,1736228
Reminder,The Weeknd,1729015
Get Right Witcha,Migos,1717570
Too Good,Drake,1699645
Too Many Years,Kodak Black,1679140
Needed Me,Rihanna,1667666
Controlla,Drake,1660628
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1656059
Don't Let Me Down,The Chainsmokers,1651392
Gassed Up,Nebu Kiniza,1630041
Mercy,Shawn Mendes,1625795
Running Back (feat. Lil Wayne),Wale,1620573
Come and See Me (feat. Drake),PARTYNEXTDOOR,1616406
Money Longer,Lil Uzi Vert,1612593
Go Flex,Post Malone,1595369
Thumbs,Sabrina Carpenter,1594636
Panda,Desiigner,1593292
Exchange,Bryson Tiller,1593179
Don't,Bryson Tiller,1586570
No Flockin,Kodak Black,1583411
Used to This,Future,1552312
Party,Chris Brown,1546751
beibs in the trap,Travis Scott,1540370
Damage,Future,1533370
Ride,Twenty One Pilots,1531886
Scars To Your Beautiful,Alessia Cara,1528256
Shed a Light,Robin Schulz,1499977
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,1491425
Jumpman,Drake,1479292
Lights Down Low,MAX,1476270
Super Trapper,Future,1470389
Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,1468126
Neighbors,J. Cole,1467676
Cold Water (feat. Justin Bieber & MØ),Major Lazer,1461098
Outlet,Desiigner,1460620
Litty (feat. Tory Lanez),Meek Mill,1459590
PRBLMS,6LACK,1452336
Six Feet Under,The Weeknd,1451401
Deja Vu,Post Malone,1449479
It's Gotta Be You,Isaiah,1449032
All Night (feat. Knox Fortune),Chance the Rapper,1448289
All We Know,The Chainsmokers,1443494
I'm so Groovy,Future,1427624
Solo,Future,1425725
I Miss You,Grey,1420402
Timeless (DJ SPINKING),A Boogie Wit da Hoodie,1401056
Stressed Out,Twenty One Pilots,1395066
Fresh Air,Future,1389235
Good Drank,2 Chainz,1385895
Chantaje (feat. Maluma),Shakira,1379099
Testify,Future,1356037
Million Reasons,Lady Gaga,1351112
One Night,Lil Yachty,1344723
Love Me Now,John Legend,1336658
Jump Out The Window,Big Sean,1326244
Treat You Better,Shawn Mendes,1323757
OOOUUU,Young M.A,1322377
Death Of A Bachelor,Panic! At The Disco,1303939
Hallucinating,Future,1291888
Look At Me!,XXXTENTACION,1291836
Die For You,The Weeknd,1282266
Magic,Thomas Gold,1277883
"i hate u, i love u (feat. olivia o'brien)",gnash,1276550
Sidewalks,The Weeknd,1273159
All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,1268489
The Hills,The Weeknd,1261833
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,1261783
First Day Out,Tee Grizzley,1259488
There He Go,Kodak Black,1257466
How Far I'll Go,Auli'i Cravalho,1249552
I Would Like,Zara Larsson,1243327
Thinking out Loud,Ed Sheeran,1242080
Zoom,Future,1238955
Work,Rihanna,1230097
My Shit,A Boogie Wit da Hoodie,1229733
Call Casting,Migos,1218898
'Till I Collapse,Eminem,1214260
Shining (feat. Beyoncé & Jay-Z),DJ Khaled,1208935
Better Man,Little Big Town,1204569
What They Want,Russ,1203798
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1195944
"Me, Myself & I",G-Eazy,1195554
Make Love,Gucci Mane,1193145
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1185385
Sacrifices,Big Sean,1185370
How Would You Feel (Paean),Ed Sheeran,1177561
Wet Dreamz,J. Cole,1173100
This Town,Niall Horan,1171561
High Demand,Future,1165656
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,1150029
Angels (feat. Saba),Chance the Rapper,1148549
Ni**as In Paris,JAY Z,1144956
Into You,Ariana Grande,1144481
Roses,The Chainsmokers,1142663
Photograph,Ed Sheeran,1141241
Immortal,J. Cole,1138021
F*ck Up Some Commas,Future,1136251
1-800-273-8255,Logic,10649945
Too Good At Goodbyes - Edit,Sam Smith,9458907
Bank Account,21 Savage,8244903
Bodak Yellow,Cardi B,8096384
Jocelyn Flores,XXXTENTACION,7768682
Look What You Made Me Do,Taylor Swift,7703569
XO TOUR Llif3,Lil Uzi Vert,7170658
Young Dumb & Broke,Khalid,6837566
Unforgettable,French Montana,6455228
...Ready For It?,Taylor Swift,6365354
Silence,Marshmello,6247859
Sorry Not Sorry,Demi Lovato,6069969
Fuck Love (feat. Trippie Redd),XXXTENTACION,5860968
HUMBLE.,Kendrick Lamar,5647471
Dusk Till Dawn - Radio Edit,ZAYN,5330364
Havana,Camila Cabello,5200177
BUTTERFLY EFFECT,Travis Scott,5161063
Mi Gente,J Balvin,5140607
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,5003212
What Lovers Do (feat. SZA),Maroon 5,4772038
Congratulations,Post Malone,4668299
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,4592900
Friends (with BloodPop®),Justin Bieber,4489388
I Get The Bag (feat. Migos),Gucci Mane,4377067
Feel It Still,Portugal. The Man,4330578
Location,Khalid,4330047
Strip That Down,Liam Payne,4260714
New Rules,Dua Lipa,4244544
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,4228354
Love Galore (feat. Travis Scott),SZA,4188573
Rake It Up,Yo Gotti,4114346
Roll In Peace (feat. XXXTENTACION),Kodak Black,3978398
Despacito - Remix,Luis Fonsi,3974823
goosebumps,Travis Scott,3926192
Attention,Charlie Puth,3846380
Magnolia,Playboi Carti,3772931
Everybody Dies In Their Nightmares,XXXTENTACION,3710536
Unforgettable,Thomas Rhett,3650250
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,3608559
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,3599436
Glorious (feat. Skylar Grey),Macklemore,3482322
Thunder,Imagine Dragons,3474995
Believer,Imagine Dragons,3432292
The Race,Tay-K,3411432
DNA.,Kendrick Lamar,3371905
Slippery (feat. Gucci Mane),Migos,3358358
I Like Me Better,Lauv,3323565
Redbone,Childish Gambino,3314105
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3223665
It's A Vibe,2 Chainz,3200213
Praying,Kesha,3180561
Slow Hands,Niall Horan,3054628
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,3000477
Sauce It Up,Lil Uzi Vert,2910617
LOVE. FEAT. ZACARI.,Kendrick Lamar,2895153
Body Like A Back Road,Sam Hunt,2881815
Mask Off,Future,2820178
There's Nothing Holdin' Me Back,Shawn Mendes,2642437
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2584376
Shape of You,Ed Sheeran,2584233
Perplexing Pegasus,Rae Sremmurd,2558187
Relationship (feat. Future),Young Thug,2510019
Revenge,XXXTENTACION,2411066
OMG,Camila Cabello,2396704
Transportin',Kodak Black,2396212
2U (feat. Justin Bieber),David Guetta,2355081
Fetish (feat. Gucci Mane),Selena Gomez,2325683
Questions,Chris Brown,2320852
That's What I Like,Bruno Mars,2317333
iSpy (feat. Lil Yachty),KYLE,2291815
Gucci Gang,Lil Pump,2271494
Lonely Together (feat. Rita Ora),Avicii,2256472
Would You Ever,Skrillex,2248653
No Limit,G-Eazy,2205048
Craving You,Thomas Rhett,2193251
No Complaints,Metro Boomin,2171294
do re mi (feat. Gucci Mane),blackbear,2163379
X,Lil Uzi Vert,2137137
What About Us,P!nk,2099798
Slide (feat. Frank Ocean & Migos),Calvin Harris,2096858
Passionfruit,Drake,2093163
Signs,Drake,2088263
Bounce Back,Big Sean,2071908
Tunnel Vision,Kodak Black,2070866
Look At Me!,XXXTENTACION,2029293
Say You Won't Let Go,James Arthur,2011292
Small Town Boy,Dustin Lynch,1990445
Carry On,XXXTENTACION,1988954
Bad and Boujee (feat. Lil Uzi Vert),Migos,1982318
More Than You Know,Axwell /\ Ingrosso,1978880
What Ifs,Kane Brown,1959032
Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,1937262
Depression & Obsession,XXXTENTACION,1926142
The Weekend,SZA,1924306
do re mi,blackbear,1920670
444+222,Lil Uzi Vert,1897859
T-Shirt,Migos,1893905
Leave Right Now,Thomas Rhett,1883240
Without You (feat. Sandro Cavazza),Avicii,1873147
Stay (with Alessia Cara),Zedd,1853602
Something Just Like This,The Chainsmokers,1850737
4 AM,2 Chainz,1844709
Rich Love (with Seeb),OneRepublic,1838870
First Day Out,Tee Grizzley,1822240
Go Flex,Post Malone,1820974
Mama,Jonas Blue,1770516
Candy Paint,Post Malone,1753315
Now Or Never,Halsey,1750365
Everybody,Logic,1744474
Your Song,Rita Ora,1736819
Ex Calling,6LACK,1732031
Plain Jane,A$AP Ferg,1731180
Closer,The Chainsmokers,1728592
Save Me,XXXTENTACION,1723603
wokeuplikethis*,Playboi Carti,1720437
Swang,Rae Sremmurd,1716759
Issues,Julia Michaels,1690785
Sky Walker (feat. Travis Scott),Miguel,1687423
Broccoli (feat. Lil Yachty),DRAM,1680994
Portland,Drake,1680398
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1677688
Losin Control,Russ,1668833
Saved,Khalid,1660310
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1659823
Starboy,The Weeknd,1657423
Money Longer,Lil Uzi Vert,1655260
Caroline,Aminé,1637106
8TEEN,Khalid,1635319
beibs in the trap,Travis Scott,1630239
X (feat. Future),21 Savage,1625872
White Iverson,Post Malone,1623688
Fake Love,Drake,1615071
Most Girls,Hailee Steinfeld,1613702
Dark Queen,Lil Uzi Vert,1610389
Hurricane,Luke Combs,1576002
No Promises (feat. Demi Lovato),Cheat Codes,1562801
Despacito (Featuring Daddy Yankee),Luis Fonsi,1548169
Heartache On The Dance Floor,Jon Pardi,1518871
ELEMENT.,Kendrick Lamar,1518193
No Role Modelz,J. Cole,1512067
UnFazed (feat. The Weeknd),Lil Uzi Vert,1509886
pick up the phone,Young Thug,1507477
It Ain't Me (with Selena Gomez),Kygo,1504476
Felices los 4,Maluma,1493349
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,1490910
Everyday We Lit (feat. PnB Rock),YFN Lucci,1479386
Audi.,Smokepurpp,1475784
Myself,NAV,1473533
What They Want,Russ,1468374
Life Changes,Thomas Rhett,1459864
PRBLMS,6LACK,1459357
Rollin (feat. Future & Khalid),Calvin Harris,1448989
