track_name,artist_name,released_on,streams,bb_hot_100_peak,sp_top_200_peak,genres,artist_popularity,artist_followers,month_released
...Ready For It?,Taylor Swift,2017-11-10,56087780,4,6,dance pop pop post-teen pop,92,19739479,11
1-800-273-8255,Logic,2017-05-05,316028795,3,1,conscious hip hop dmv rap hip hop pop rap rap,90,3630301,5
1.5,21 Savage,2018-12-21,8834772,86,52,atl hip hop rap trap music,90,6057541,12
10 Freaky Girls (with 21 Savage),Metro Boomin,2018-11-06,68506670,42,11,hip hop pop pop rap rap southern hip hop trap music,85,1259993,11
1400 / 999 Freestyle,Trippie Redd,2018-11-09,45818520,55,23,rap trap music,86,2947101,11
1942,G-Eazy,2018-04-13,35325468,70,44,hip hop indie pop rap pop pop rap rap,86,3867501,4
1942 Flows,Meek Mill,2017-07-21,2634957,70,140,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138299,7
1942 Flows,Meek Mill,2017-07-21,2634957,83,140,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138299,7
24/7 (feat. Ella Mai),Meek Mill,2018-11-30,2461741,54,114,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138299,11
24K Magic,Bruno Mars,2016-11-17,79389750,5,13,dance pop pop post-teen pop,90,20949769,11
2U (feat. Justin Bieber),Hit The Button Karaoke,2017-07-13,59637212,16,8,karaoke,35,1193,7
3 Headed Snake (feat. Young Thug),Gunna,2019-02-22,2195992,74,114,atl hip hop hip hop pop rap rap southern hip hop trap music,88,1058876,2
365,Zedd,2019-02-14,4856625,86,74,complextro dance pop edm german techno pop post-teen pop tropical house,85,4255585,2
4 AM,2 Chainz,2017-06-16,59287473,55,22,atl hip hop hip hop pop pop rap rap southern hip hop trap music,86,4485183,6
44 More,Logic,2018-03-09,45917623,22,9,conscious hip hop dmv rap hip hop pop rap rap,90,3630301,3
4422,Drake,2017-03-18,18609571,50,18,canadian hip hop canadian pop hip hop pop rap rap,97,36572134,3
444+222,Lil Uzi Vert,2017-08-25,13601923,60,27,philly rap rap trap music,90,6283569,8
4th Dimension,KIDS SEE GHOSTS,2018-06-08,10864050,42,13,hip hop pop rap rap,71,248415,6
66,Lil Yachty,2018-03-09,18772802,73,27,atl hip hop pop rap rap southern hip hop trap music,85,4948341,3
8,Billie Eilish,2019-03-29,17222692,79,23,electropop pop,100,7490947,3
8 Letters,Why Don't We,2018-08-31,9626046,79,101,boy band dance pop pop post-teen pop teen pop,82,1273788,8
8 Out Of 10,Drake,2018-06-29,24090764,21,10,canadian hip hop canadian pop hip hop pop rap rap,97,36572135,6
8 Out Of 10,Drake,2018-06-29,24090764,79,10,canadian hip hop canadian pop hip hop pop rap rap,97,36572135,6
8TEEN,Khalid,2017-04-27,25748716,79,120,pop,97,6290460,4
92 Explorer,Post Malone,2018-04-27,49716055,40,14,pop rap,96,13676390,4
A Holly Jolly Christmas - Single Version,Burl Ives,1965-01-01,38138578,10,23,adult standards american folk revival christmas lounge,46,26655,1
A Lie,Thirty Seconds To Mars,2005-01-01,1320765,75,163,modern rock pop nacional pop punk post-grunge rock,73,2213351,1
A$AP Forever,A$AP Rocky,2018-04-05,12010074,63,44,east coast hip hop hip hop pop pop rap rap southern hip hop trap music,87,5340304,4
A$AP Forever REMIX,A$AP Rocky,2018-05-25,4878966,63,50,east coast hip hop hip hop pop pop rap rap southern hip hop trap music,87,5340304,5
ATM,J. Cole,2018-04-20,35528474,6,3,conscious hip hop hip hop nc hip hop pop rap rap,90,8232397,4
Act Up,City Girls,2018-11-16,23245377,29,73,pop r&b trap queen,75,271860,11
Africa,Toto,1982-04-08,41639229,51,144,album rock mellow gold rock soft rock yacht rock,76,999852,4
After Dark,Drake,2018-06-29,14932395,41,26,canadian hip hop canadian pop hip hop pop rap rap,97,36572135,6
After Dark (feat. Static Major & Ty Dolla $ign),Drake,2018-06-29,1736247,41,140,canadian hip hop canadian pop hip hop pop rap rap,97,36572135,6
All Girls Are The Same,Juice WRLD,2018-12-10,191906739,41,13,chicago rap,93,4166450,12
All Mine,Kanye West,2018-06-01,81529847,11,1,chicago rap pop rap rap,91,9674772,6
All The Stars (with SZA),Kendrick Lamar,2018-02-09,202797307,7,2,conscious hip hop hip hop pop rap rap west coast rap,90,12383498,2
All Time Low,Jon Bellion,2016-06-10,58792083,19,18,pop pop rap,77,844207,6
All We Know,The Chainsmokers,2016-09-29,24986447,80,29,dance pop edm electropop pop tropical house,89,12074106,9
Almost Slipped,Meek Mill,2018-11-30,2356483,73,128,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138299,11
Alone,Flipp Dinero,2018-09-04,4769975,28,152,rap trap music underground hip hop vapor trap,74,309717,9
Always Remember Us This Way,Lady Gaga,2018-10-05,21711412,41,52,dance pop pop,90,7502461,10
Any Ol' Barstool,Jason Aldean,2016-09-09,1209308,52,195,contemporary country country country road,79,3024335,9
Anybody (feat. Nicki Minaj),Young Thug,2018-04-13,4320899,89,69,atl hip hop atl trap gangster rap hip hop pop pop rap rap southern hip hop trap music,86,4017070,4
Armed And Dangerous,Juice WRLD,2018-12-10,107147958,44,9,chicago rap,93,4166450,12
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2018-10-25,80611136,28,6,emo rap miami hip hop,94,12748599,10
Astronauts,Future,2018-10-19,3178346,82,58,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772825,10
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,2017-05-12,18531558,60,81,hip hop pop rap rap,78,1437495,5
Attention,Charlie Puth,2018-05-11,145775874,5,16,dance pop pop post-teen pop viral pop,83,6611751,5
Attention (feat. Offset),Rich Brian,2018-02-02,1826936,5,105,indonesian hip hop underground hip hop,74,1029620,2
Auto Pilot,Migos,2018-01-26,3219598,85,57,atl hip hop pop pop rap rap southern hip hop trap music,87,8747511,1
Awful Things,Lil Peep,2017-08-15,1670309,79,118,emo rap lgbtq+ hip hop,85,2173964,8
BAD!,Billie Eilish,2019-03-29,88691452,16,2,electropop pop,100,7490950,3
BBO (Bad Bitches Only),Migos,2018-01-26,16610164,48,13,atl hip hop pop pop rap rap southern hip hop trap music,87,8747511,1
BEBE,Bebe Rexha,2017-08-11,28808056,30,44,dance pop electropop pop post-teen pop,87,3562064,8
BEBE (feat. Anuel Aa),6ix9ine,2018-11-27,1958125,30,160,emo rap,87,3900894,11
Babe (feat. Taylor Swift),Sugarland,2018-04-20,1890374,72,138,contemporary country country country dawn country road modern country rock pop rock,64,925083,4
Back To You,Selena Gomez,2018-05-10,39039775,18,19,dance pop pop post-teen pop,89,14930811,5
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2018-05-10,53590507,18,35,dance pop pop post-teen pop,89,14930811,5
Backin' It Up (feat. Cardi B),Pardison Fontaine,2018-09-20,3017351,40,184,nyc rap,64,34264,9
Bad At Love,Halsey,2017-06-02,100211481,5,25,dance pop electropop etherpop indie poptimism pop post-teen pop,92,6112017,6
Bad Liar,Imagine Dragons,2018-11-09,88217238,20,8,modern rock rock,91,18576737,11
Bad Luck,Khalid,2019-04-05,6023625,87,36,pop,97,6290462,4
Bad Things (with Camila Cabello),Machine Gun Kelly,2017-05-12,75905763,4,7,hip hop pop rap rap,78,1437495,5
Baila Baila Baila,Ozuna,2019-01-05,25220683,69,100,reggaeton trap latino,95,16444679,1
Ball For Me (feat. Nicki Minaj),Post Malone,2018-04-27,106830169,16,9,pop rap,96,13676390,4
Bank Account,21 Savage,2017-09-23,287638396,12,1,atl hip hop rap trap music,90,6057541,9
Barbie Dreams,Nicki Minaj,2018-08-10,16378288,18,17,dance pop hip pop pop pop rap post-teen pop r&b,91,15163001,8
Barbie Tingz,Nicki Minaj,2018-04-12,9548596,25,21,dance pop hip pop pop pop rap post-teen pop r&b,91,15163001,4
Barcelona,Ed Sheeran,2017-03-03,11487859,96,31,pop uk pop,93,43876303,3
Bartier Cardi (feat. 21 Savage),Cardi B,2018-04-06,110981747,14,4,pop rap,92,7971801,4
Be Alright,Dean Lewis,2018-06-29,104384645,23,31,australian pop pop,83,486292,6
Be Careful,Cardi B,2018-04-06,64056359,11,10,pop rap,92,7971801,4
Be Like Me (feat. Lil Wayne),Lil Pump,2019-02-22,4615872,72,70,emo rap miami hip hop trap music,84,5536647,2
Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),A Boogie Wit da Hoodie,2017-09-29,6048551,86,108,rap trap music,89,2873722,9
Beautiful,Luke Combs,2018-06-01,34264093,26,56,contemporary country country road,82,1196265,6
Beautiful (feat. Camila Cabello),Bazzi,2018-08-02,105454344,26,30,dance pop pop post-teen pop,85,1452539,8
Beautiful Crazy,Luke Combs,2018-06-01,84306612,21,66,contemporary country country road,82,1196265,6
Beautiful Crazy,Luke Combs,2018-06-01,84306612,26,66,contemporary country country road,82,1196265,6
Beautiful People Beautiful Problems (feat. Stevie Nicks),Lana Del Rey,2017-07-21,1348469,26,161,dance pop electropop pop,84,8171465,7
Bed (feat. Ariana Grande),Nicki Minaj,2018-08-10,36518388,42,26,dance pop hip pop pop pop rap post-teen pop r&b,91,15163001,8
Bedroom Floor,Liam Payne,2017-10-20,7231134,42,59,dance pop edm pop post-teen pop tropical house,78,3375218,10
Bedroom Floor,Liam Payne,2017-10-20,7231134,98,59,dance pop edm pop post-teen pop tropical house,78,3375218,10
Bedtime Stories (feat. The Weeknd) - From SR3MM,Rae Sremmurd,2018-05-04,1767325,42,150,hip hop pop pop rap rap southern hip hop trap music,80,4826360,5
Before I Let Go - Homecoming Live Bonus Track,Beyoncé,2019-04-17,4861960,65,76,dance pop pop r&b,93,18534282,4
Believe,Juice WRLD,2019-03-08,5252941,92,37,chicago rap,93,4166452,3
Believer,Imagine Dragons,2017-06-23,259774544,4,11,modern rock rock,91,18576739,6
Believer,Imagine Dragons,2017-06-23,259774544,92,11,modern rock rock,91,18576739,6
Belly (Lil Baby & Gunna),Lil Baby,2018-10-05,2542224,80,83,atl hip hop atl trap rap trap music,88,2073902,10
Best Life (feat. Chance The Rapper),Cardi B,2018-04-06,14440431,39,24,pop rap,92,7971801,4
Best Part (feat. Daniel Caesar),H.E.R.,2017-10-20,90049709,75,68,pop r&b,80,1399157,10
Betrayed,Lil Xan,2018-04-06,139883072,64,23,emo rap underground hip hop,74,1795769,4
Better,Khalid,2018-10-18,169772294,8,9,pop,97,6290462,10
Better Man,Little Big Town,2016-10-20,1204569,8,182,contemporary country country country dawn country road modern country rock,68,1406689,10
Better Man,Little Big Town,2016-10-20,1204569,34,182,contemporary country country country dawn country road modern country rock,68,1406689,10
Better Not (feat. Wafia),Louis The Child,2018-06-08,16327661,8,90,edm electronic trap electropop indie poptimism pop tropical house,71,265201,6
Better Now,Post Malone,2018-04-27,330498752,3,1,pop rap,96,13676392,4
Better Now,Post Malone,2018-04-27,330498752,8,1,pop rap,96,13676392,4
Better To Lie (with Jesse & Swae Lee),benny blanco,2018-11-30,1808602,8,185,dance pop electropop pop tropical house,84,236513,11
Bickenhead,Cardi B,2018-04-06,12185717,43,27,pop rap,92,7971801,4
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,2018-08-03,29139991,16,36,cali rap hip hop pop pop rap rap southern hip hop trap music,85,1655101,8
Big Shot (with Travis Scott),Kendrick Lamar,2018-02-09,22437187,71,18,conscious hip hop hip hop pop rap rap west coast rap,90,12383498,2
Black & Chinese,Huncho Jack,2017-12-21,8534962,56,29,hip hop pop pop rap rap southern hip hop trap music underground hip hop,70,419964,12
Black & Chinese,Huncho Jack,2017-12-21,8534962,71,29,hip hop pop pop rap rap southern hip hop trap music underground hip hop,70,419964,12
Black & White,Juice WRLD,2018-12-10,55930012,56,128,chicago rap,93,4166452,12
Black Barbies,Nicki Minaj,2016-11-30,3648691,56,135,dance pop hip pop pop pop rap post-teen pop r&b,91,15163001,11
Black Beatles,Rae Sremmurd,2016-08-12,90418628,2,4,hip hop pop pop rap rap southern hip hop trap music,80,4826360,8
Black Beatles,Rae Sremmurd,2016-08-12,90418628,56,4,hip hop pop pop rap rap southern hip hop trap music,80,4826360,8
Black Hole Sun,Soundgarden,1994-03-09,1233304,56,181,alternative metal alternative rock grunge hard rock modern rock nu metal post-grunge rock,71,1872577,3
Black Panther,Kendrick Lamar,2018-02-09,11006454,56,23,conscious hip hop hip hop pop rap rap west coast rap,90,12383498,2
Black Panther,Kendrick Lamar,2018-02-09,11006454,91,23,conscious hip hop hip hop pop rap rap west coast rap,90,12383498,2
Black SpiderMan,Logic,2017-05-05,15206896,56,45,conscious hip hop dmv rap hip hop pop rap rap,90,3630301,5
Black SpiderMan,Logic,2017-05-05,15206896,87,45,conscious hip hop dmv rap hip hop pop rap rap,90,3630301,5
Blame It On Me,Post Malone,2018-04-27,26872385,47,18,pop rap,96,13676392,4
Blem,Drake,2017-03-18,37380231,38,8,canadian hip hop canadian pop hip hop pop rap rap,97,36572137,3
Blue Ain't Your Color,Keith Urban,2016-05-06,9706239,29,139,australian country contemporary country country country road,75,3079089,5
Blue Christmas,Frank Sinatra,1961-01-01,27809231,40,44,adult standards christmas easy listening lounge,78,2906132,1
Blue Tacoma,Russell Dickerson,2017-10-13,1533397,52,185,contemporary country country country pop country road modern country rock,69,154678,10
Blue Tint,Drake,2018-06-29,22317671,30,18,canadian hip hop canadian pop hip hop pop rap rap,97,36572137,6
Body,Loud Luxury,2017-10-27,20285038,80,26,dance pop edm house pop tropical house,78,104188,10
Body Like A Back Road,Sam Hunt,2017-02-01,222904477,6,15,contemporary country country pop,74,1588914,2
Body Like A Back Road,Sam Hunt,2017-02-01,222904477,80,15,contemporary country country pop,74,1588914,2
Bohemian Rhapsody - Remastered 2011,Queen,1975-11-21,71391578,33,42,glam rock rock,93,15694371,11
Boo'd Up,Ella Mai,2017-02-22,69616236,5,26,pop r&b uk contemporary r&b,80,1562333,2
BoomTrap Protocol,Logic,2018-03-09,6736531,97,28,conscious hip hop dmv rap hip hop pop rap rap,90,3630301,3
Born To Be Yours,Kygo,2018-06-15,27567466,74,49,edm pop tropical house,88,4821164,6
Boss,Lil Pump,2017-10-06,23997419,77,73,emo rap miami hip hop trap music,84,5536647,10
Both (feat. Drake & Lil Wayne) - Remix,Gucci Mane,2017-04-14,11209075,41,121,atl hip hop dirty south rap hip hop pop pop rap rap southern hip hop trap music,87,2681378,4
Both (feat. Drake),Gucci Mane,2016-12-16,72411336,41,38,atl hip hop dirty south rap hip hop pop pop rap rap southern hip hop trap music,87,2681378,12
Both Eyes Closed (feat. 2 Chainz and Young Dolph),Gucci Mane,2017-05-26,1225350,41,196,atl hip hop dirty south rap hip hop pop pop rap rap southern hip hop trap music,87,2681378,5
Bounce Back,Big Sean,2017-02-03,213273427,6,3,detroit hip hop hip hop pop pop rap r&b rap southern hip hop trap music,84,6064849,2
Boy With Luv (feat. Halsey),BTS,2019-04-12,24224690,8,4,k-pop,94,10794032,4
Boy With Luv (feat. Halsey),BTS,2019-04-12,24224690,94,4,k-pop,94,10794032,4
Boys,BTS,2019-04-12,1464582,94,126,k-pop,94,10794032,4
Broccoli (feat. Lil Yachty),DRAM,2017-12-01,124631723,15,10,pop rap rap southern hip hop trap music underground hip hop,71,692786,12
Broken Clocks,SZA,2017-06-09,1349242,29,152,hip hop pop pop rap r&b rap,84,2533874,6
Broken Clocks,SZA,2017-06-09,1349242,82,152,hip hop pop pop rap r&b rap,84,2533874,6
Broken Halos,Chris Stapleton,2017-05-05,1337451,29,199,contemporary country,78,1470099,5
Broken Halos,Chris Stapleton,2017-05-05,1337451,45,199,contemporary country,78,1470099,5
Broken Smile (My All),Lil Peep,2018-11-09,2087824,29,117,emo rap lgbtq+ hip hop,85,2173964,11
Business Is Business (Lil Baby & Gunna),Lil Baby,2018-10-05,3214788,61,56,atl hip hop atl trap rap trap music,88,2073903,10
Butterfly Doors,Lil Pump,2019-01-04,17488158,81,38,emo rap miami hip hop trap music,84,5536647,1
CC,Migos,2018-01-26,3047523,96,62,atl hip hop pop pop rap rap southern hip hop trap music,87,8747513,1
CHopstix (feat. Travis Scott),ScHoolboy Q,2019-04-26,2053096,85,111,hip hop pop pop rap rap southern hip hop trap music,86,2475926,4
Cake By The Ocean,DNCE,2016-11-18,1198196,73,144,dance pop pop post-teen pop,76,2307970,11
Call Casting,Migos,2017-01-27,12302026,62,29,atl hip hop pop pop rap rap southern hip hop trap music,87,8747513,1
Call It What You Want,Taylor Swift,2017-11-10,8192254,27,49,dance pop pop post-teen pop,92,19739480,11
Call Out My Name,The Weeknd,2018-03-30,138687333,4,1,canadian contemporary r&b canadian pop pop rap,91,15691943,3
Calling My Spirit,Kodak Black,2018-12-14,64258294,46,31,miami hip hop rap trap music,88,4655963,12
Calma - Remix,Pedro Capó,2018-10-05,27040167,71,114,latin pop,82,203531,10
Can't Be Broken,Lil Wayne,2018-09-28,17194570,17,6,hip hop new orleans rap pop pop rap rap trap music,91,7813747,9
Can't Have Everything,Drake,2017-03-18,14364769,82,28,canadian hip hop canadian pop hip hop pop rap rap,97,36572138,3
Candy Paint,Post Malone,2018-04-27,281203391,34,4,pop rap,96,13676392,4
Caroline,Aminé,2017-07-28,131581642,14,6,hip hop pop pop rap portland hip hop rap,79,893421,7
Carry On,Kygo,2019-04-19,30359279,95,38,edm pop tropical house,88,4821168,4
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,2019-04-19,7806106,95,59,edm pop tropical house,88,4821168,4
Casper,Takeoff,2018-11-02,9446417,99,60,atl hip hop pop rap rap southern hip hop trap music,71,410747,11
Chained To The Rhythm,Katy Perry,2017-06-09,40864868,4,10,dance pop pop post-teen pop,86,12862512,6
Championships,Meek Mill,2018-11-30,2443209,70,117,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138299,11
Championships,Meek Mill,2018-11-30,2443209,86,117,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138299,11
Chanel,Frank Ocean,2017-03-10,12946416,72,48,alternative r&b hip hop lgbtq+ hip hop pop r&b rap,84,4318488,3
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,2018-08-17,25404223,72,50,atl hip hop atl trap gangster rap hip hop pop pop rap rap southern hip hop trap music,86,4017071,8
Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,2018-08-17,25404223,78,50,atl hip hop atl trap gangster rap hip hop pop pop rap rap southern hip hop trap music,86,4017071,8
Chanel (feat. Swae Lee & Pharrell) - From Jxmtro,Rae Sremmurd,2018-05-04,1590844,72,145,hip hop pop pop rap rap southern hip hop trap music,80,4826361,5
Change Lanes,Kevin Gates,2018-05-16,2114196,68,104,hip hop pop rap rap southern hip hop trap music,80,2351689,5
Changed It,Rascal Flatts,2012-01-01,1197566,71,177,contemporary country country country road,74,1855003,1
Changes,XXXTENTACION,2018-03-16,1504423,18,192,emo rap miami hip hop,94,12748603,3
Chantaje (feat. Maluma),Shakira,2017-05-26,28410307,51,52,colombian pop dance pop latin latin pop mexican pop pop,84,16178379,5
Cheap Thrills,Sia,2016-10-21,6858127,26,60,australian dance australian pop pop,89,11822285,10
Chill Bill,Rob $tone,2016-06-17,66788394,35,15,san diego rap,66,146722,6
Christmas (Baby Please Come Home),Mariah Carey,1994-01-01,11453299,43,75,dance pop pop r&b urban contemporary,79,4242895,1
Chun-Li,Nicki Minaj,2018-08-10,42330794,10,31,dance pop hip pop pop pop rap post-teen pop r&b,91,15163003,8
Close Friends (Lil Baby & Gunna),Lil Baby,2018-10-05,49689827,28,39,atl hip hop atl trap rap trap music,88,2073903,10
Close Friends (Lil Baby & Gunna),Lil Baby,2018-10-05,49689827,98,39,atl hip hop atl trap rap trap music,88,2073903,10
Close My Eyes,XXXTENTACION,2018-03-16,1951022,98,80,emo rap miami hip hop,94,12748607,3
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2018-10-24,74473244,24,33,dance pop electropop metropopolis pop post-teen pop tropical house,86,6436492,10
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2018-10-24,74473244,98,33,dance pop electropop metropopolis pop post-teen pop tropical house,86,6436492,10
Closer,The Chainsmokers,2016-07-29,178419717,3,4,dance pop edm electropop pop tropical house,89,12074110,7
Closer,The Chainsmokers,2016-07-29,178419717,98,4,dance pop edm electropop pop tropical house,89,12074110,7
Clout (feat. 21 Savage),Ty Dolla $ign,2018-05-11,9240285,39,73,hip hop pop pop rap r&b rap trap music,90,2610853,5
Clout (feat. Cardi B),Offset,2019-02-22,8680126,39,48,atl hip hop pop pop rap rap trap music,90,1099110,2
Codeine Dreaming (feat. Lil Wayne),Kodak Black,2017-11-24,90577462,52,11,miami hip hop rap trap music,88,4655965,11
Cold,Demi Lovato,2015-01-01,48699898,16,25,dance pop pop post-teen pop r&b,86,13641089,1
Cold Shoulder (feat. YoungBoy Never Broke Again),Gucci Mane,2018-12-07,1936230,16,164,atl hip hop dirty south rap hip hop pop pop rap rap southern hip hop trap music,87,2681378,12
Cold Water (feat. Justin Bieber & MØ),Joshua Lemon,2016-10-09,29026277,16,39,,20,100,10
Cold Water (feat. Justin Bieber & MØ),Joshua Lemon,2016-10-09,29026277,34,39,,20,100,10
Con Calma,Daddy Yankee,2019-01-24,32681141,31,45,latin latin hip hop pop reggaeton tropical,93,11012725,1
Congratulations,Post Malone,2016-12-09,456559268,8,5,pop rap,96,13676392,12
Congratulations - Remix,Post Malone,2017-06-16,6021783,8,95,pop rap,96,13676392,6
Conscience (feat. Future),Kodak Black,2017-03-31,3742328,93,74,miami hip hop rap trap music,88,4655965,3
Consequences,Camila Cabello,2018-10-09,1602091,51,140,dance pop pop post-teen pop r&b,85,9544142,10
Consequences - orchestra,Camila Cabello,2018-10-09,7538811,51,100,dance pop pop post-teen pop r&b,85,9544142,10
Contra,Logic,2018-03-09,14489504,60,11,conscious hip hop dmv rap hip hop pop rap rap,90,3630302,3
Cool,Jonas Brothers,2019-04-05,13110848,27,34,boy band dance pop pop post-teen pop,86,2141655,4
Coolin and Booted,Kodak Black,2017-03-31,1219493,27,190,miami hip hop rap trap music,88,4655965,3
Could've Been (feat. Bryson Tiller),H.E.R.,2018-08-03,1573012,76,167,pop r&b,80,1399157,8
Craving You,Thomas Rhett,2017-09-07,39536806,39,66,contemporary country country country road modern country rock,81,2609539,9
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,2017-03-24,56347158,45,113,alternative r&b dmv rap hip hop pop rap rap underground hip hop,73,451206,3
Crew REMIX,GoldLink,2017-06-23,2481652,45,191,alternative r&b dmv rap hip hop pop rap rap underground hip hop,73,451206,6
Criminal,Natti Natasha,2017-09-01,10724060,95,186,latin reggaeton tropical,82,2892796,9
Crush A Lot,Lil Baby,2018-11-30,2542668,82,110,atl hip hop atl trap rap trap music,88,2073903,11
Crushed Up,Future,2019-01-18,27252457,43,20,atl hip hop hip hop pop pop rap rap southern hip hop trap music,89,7772825,1
Cudi Montage,KIDS SEE GHOSTS,2018-06-08,6930541,69,28,hip hop pop rap rap,71,248415,6
Culture (feat. DJ Khaled),Migos,2017-01-27,3498444,93,62,atl hip hop pop pop rap rap southern hip hop trap music,87,8747513,1
Curve (feat. The Weeknd),Gucci Mane,2017-10-13,19121961,67,44,atl hip hop dirty south rap hip hop pop pop rap rap southern hip hop trap music,87,2681378,10
DDU-DU DDU-DU,BLACKPINK,2018-06-15,1744962,55,151,k-pop,88,6727268,6
DNA,Kendrick Lamar,2017-04-14,12471110,67,52,conscious hip hop hip hop pop rap rap west coast rap,90,12383498,4
DNA.,Kendrick Lamar,2017-04-14,233303357,4,2,conscious hip hop hip hop pop rap rap west coast rap,90,12383498,4
DNA.,Kendrick Lamar,2017-04-14,233303357,67,2,conscious hip hop hip hop pop rap rap west coast rap,90,12383498,4
Dancing With A Stranger (with Normani),Sam Smith,2019-01-11,79710561,7,12,pop post-teen pop,90,8454475,1
Danger (with Migos & Marshmello),Migos,2017-12-08,4140142,82,153,atl hip hop pop pop rap rap southern hip hop trap music,87,8747513,12
Dangerous (feat. Jeremih and PnB Rock),Meek Mill,2018-07-06,4133183,31,133,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138299,7
Dangerous (feat. Jeremih and PnB Rock),Meek Mill,2018-07-06,4133183,82,133,hip hop philly rap pop pop rap rap southern hip hop trap music,86,3138299,7
Dark Knight Dummo,Trippie Redd,2017-12-05,12157901,72,82,rap trap music,86,2947102,12
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,2017-12-05,47388654,72,63,rap trap music,86,2947102,12
Dark Queen,Lil Uzi Vert,2017-08-25,13333514,91,68,philly rap rap trap music,90,6283570,8
Dark Side Of The Moon (feat. Nicki Minaj),Lil Wayne,2018-09-28,10289497,26,14,hip hop new orleans rap pop pop rap rap trap music,91,7813747,9
Dedicate,Lil Wayne,2018-09-28,19290425,14,5,hip hop new orleans rap pop pop rap rap trap music,91,7813747,9
Dedication (feat. Kendrick Lamar),Nipsey Hussle,2018-02-16,5506344,93,117,conscious hip hop hip hop pop rap rap southern hip hop trap music,84,871930,2
Deep End (Lil Baby & Gunna),Lil Baby,2018-10-05,2298984,97,105,atl hip hop atl trap rap trap music,88,2073903,10
Deja Vu,J. Cole,2016-12-09,77376663,43,9,conscious hip hop hip hop nc hip hop pop rap rap,90,8232402,12
Delicate,Taylor Swift,2017-11-10,63774111,12,23,dance pop pop post-teen pop,92,19739480,11
Demon,Gorillaz,2005-05-23,4212269,81,46,alternative hip hop art pop rock,80,4255340,5
Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,2018-12-21,32361158,81,54,rap trap music,89,2873722,12
Demonz (feat. Brent Faiyaz) - Interlude,Juice WRLD,2019-03-08,2415214,81,99,chicago rap,93,4166457,3
Depression & Obsession,XXXTENTACION,2017-08-25,15994655,91,34,emo rap miami hip hop,94,12748607,8
Despacito - Remix,Luis Fonsi,2017-04-17,254664052,1,1,latin latin pop pop,84,5914616,4
Diamond Teeth Samurai,YoungBoy Never Broke Again,2018-06-29,1584439,59,174,trap music,85,2483135,6
Die Young,Roddy Ricch,2018-11-02,10413667,99,130,rap trap music,83,262499,11
Dip (feat. Nicki Minaj),Tyga,2018-10-29,8091079,63,92,hip hop pop pop rap rap trap music,88,4764418,10
Diplomatic Immunity,Drake,2018-01-20,22687908,7,3,canadian hip hop canadian pop hip hop pop rap rap,97,36572140,1
Diplomatic Immunity,Drake,2018-01-20,22687908,63,3,canadian hip hop canadian pop hip hop pop rap rap,97,36572140,1
Dirt On My Boots,Jon Pardi,2016-05-13,16249249,37,157,contemporary country country country road modern country rock,74,727491,5
Dive,Ed Sheeran,2017-03-03,20788104,49,17,pop uk pop,93,43876312,3
Do I Make You Wanna,Billy Currington,2015-06-02,14478453,47,154,contemporary country country country road modern country rock,71,1343059,6
Do Not Disturb,Drake,2017-03-18,32891051,60,30,canadian hip hop canadian pop hip hop pop rap rap,97,36572140,3
Don't Call Me Up,Mabel,2019-01-18,32595223,67,65,dance pop pop post-teen pop r&b tropical house uk pop,83,234859,1
Don't Come Out The House (with 21 Savage),Metro Boomin,2018-11-06,39697096,38,15,hip hop pop pop rap rap southern hip hop trap music,85,1259993,11
Don't Cry (feat. XXXTENTACION),Lil Wayne,2018-09-28,33008211,5,2,hip hop new orleans rap pop pop rap rap trap music,91,7813747,9
Don't Get Too High,Bryson Tiller,2017-05-26,2373643,89,70,hip hop pop pop rap r&b rap trap music,80,3361954,5
Don't Let Me Down,The Chainsmokers,2016-02-05,54425786,29,43,dance pop edm electropop pop tropical house,89,12074111,2
Don't Pretend,Khalid,2019-04-05,10669641,84,28,pop,97,6290464,4
Don't Quit (feat. Travis Scott & Jeremih),DJ Khaled,2017-06-22,5526192,68,38,dance pop hip hop miami hip hop pop pop rap r&b rap southern hip hop trap music,79,3887499,6
